"","sample.type","sample.day","sample.mo","sample.yr","sample.date","organic.matter.fraction","trap.no","stream","days.deployed","total.field.wt","field.sub.wet.wt.g","field.sub.prop","pan.wt.g","om.total.dry.wt.g","om.sub.dry.pan.wt.g","om.sub.ash.pan.wt.g","sub.prop.total","sub.prop.afdm","total.afdm.g","areal.AFDM.input.g.m2","areal.AFDM.input.g.m2.d"
"2209","DINP",15,1,2019,2019-01-15,"LEAF",5,"WS55",28,NA,NA,NA,3.6735,0.2964,3.9699,3.6889,0.999999999999999,0.948043184885291,0.281,2.35227029632203,0.0840096534400726
"2213","DINP",15,1,2019,2019-01-15,"WOOD",6,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2214","DINP",15,1,2019,2019-01-15,"MISC",6,"WS55",28,NA,NA,NA,3.5381,0.1598,3.6979,3.5575,1,0.878598247809762,0.1404,1.175298041294,0.0419749300462141
"2215","DINP",15,1,2019,2019-01-15,"LEAF",6,"WS55",28,NA,NA,NA,3.5343,1.28,4.7993,3.5738,0.98828125,0.968774703557312,1.24003162055336,10.3803898488532,0.370728208887613
"2219","DINP",15,1,2019,2019-01-15,"WOOD",7,"WS55",28,NA,NA,NA,3.5291,0.4936,4.0227,3.5528,1,0.951985413290114,0.4699,3.93356516812001,0.14048447029
"2220","DINP",15,1,2019,2019-01-15,"MISC",7,"WS55",28,NA,NA,NA,3.6528,0.1681,3.8209,3.6681,1,0.90898274836407,0.1528,1.27909929280429,0.0456821176001533
"2221","DINP",15,1,2019,2019-01-15,"LEAF",7,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2225","DINP",15,1,2019,2019-01-15,"WOOD",8,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2226","DINP",15,1,2019,2019-01-15,"MISC",8,"WS55",28,NA,NA,NA,3.5248,0.1776,3.7024,3.5374,1,0.929054054054054,0.165,1.38122633058055,0.0493295118064483
"2227","DINP",15,1,2019,2019-01-15,"LEAF",8,"WS55",28,NA,NA,NA,3.5261,0.67,4.1893,3.5867,0.989850746268657,0.908624849215923,0.608778648974668,5.09612787550949,0.182004566982482
"2231","DINP",15,1,2019,2019-01-15,"WOOD",9,"WS55",28,NA,NA,NA,3.5585,0.9348,4.4933,3.6207,1,0.933461703038083,0.8726,7.30459452160357,0.260878375771556
"2232","DINP",15,1,2019,2019-01-15,"MISC",9,"WS55",28,NA,NA,NA,3.5189,3.379,6.8979,3.5933,1,0.977981651376147,3.3046,27.6630335274939,0.987965483124781
"2233","DINP",15,1,2019,2019-01-15,"LEAF",9,"WS55",28,NA,NA,NA,3.6227,1.62,5.2238,3.685,0.988333333333333,0.961089251139841,1.55696458684654,13.0334574735389,0.46548062405496
"2237","DINP",15,1,2019,2019-01-15,"WOOD",10,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2238","DINP",15,1,2019,2019-01-15,"MISC",10,"WS55",28,NA,NA,NA,3.6436,0.4812,4.1248,3.6584,0.999999999999999,0.969243557772237,0.4664,3.90426642777436,0.139438086706227
"2239","DINP",15,1,2019,2019-01-15,"LEAF",10,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2249","DINP",19,2,2019,2019-02-19,"WOOD",1,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2250","DINP",19,2,2019,2019-02-19,"MISC",1,"WS55",35,NA,NA,NA,3.5324,0.1073,3.6397,3.5372,0.999999999999999,0.955265610438025,0.1025,0.858034538693979,0.0245152725341137
"2251","DINP",19,2,2019,2019-02-19,"LEAF",1,"WS55",35,NA,NA,NA,3.6309,0.1137,3.7446,3.6399,1,0.920844327176782,0.1047,0.876450889768387,0.0250414539933825
"2252","DINP",19,2,2019,2019-02-19,"WOOD",2,"WS55",35,NA,NA,NA,3.6493,0.0409,3.6902,3.6508,0.999999999999993,0.963325183374092,0.0394000000000004,0.329820105605298,0.00942343158872281
"2253","DINP",19,2,2019,2019-02-19,"MISC",2,"WS55",35,NA,NA,NA,3.6427,0.0288,3.6715,3.644,0.999999999999998,0.954861111111108,0.0274999999999999,0.230204388430091,0.00657726824085975
"2254","DINP",19,2,2019,2019-02-19,"LEAF",2,"WS55",35,NA,NA,NA,3.5569,0.503,4.0599,3.5943,0.999999999999999,0.925646123260438,0.4656,3.89756957283821,0.11135913065252
"2255","DINP",19,2,2019,2019-02-19,"WOOD",3,"WS55",35,NA,NA,NA,3.6341,0.0609,3.695,3.6382,0.999999999999996,0.932676518883419,0.0568000000000002,0.475476700466519,0.0135850485847577
"2256","DINP",19,2,2019,2019-02-19,"MISC",3,"WS55",35,NA,NA,NA,3.6496,1.542,5.1916,3.708,1,0.962127107652399,1.4836,12.4193174790867,0.35483764225962
"2257","DINP",19,2,2019,2019-02-19,"LEAF",3,"WS55",35,NA,NA,NA,3.5348,0.8588,4.3936,3.5716,1,0.957149510945505,0.822,6.8810184468922,0.196600527054063
"2258","DINP",19,2,2019,2019-02-19,"WOOD",4,"WS55",35,NA,NA,NA,3.6228,0.042,3.6648,3.6247,1.00000000000001,0.954761904761905,0.0401,0.335679853674425,0.00959085296212642
"2259","DINP",19,2,2019,2019-02-19,"MISC",4,"WS55",35,NA,NA,NA,3.5132,0.0964,3.6096,3.5179,1,0.951244813278007,0.0916999999999999,0.767626997055978,0.0219321999158851
"2260","DINP",19,2,2019,2019-02-19,"LEAF",4,"WS55",35,NA,NA,NA,3.5449,0.992,4.5369,3.5869,1,0.957661290322581,0.95,7.9525152366759,0.227214721047883
"2261","DINP",19,2,2019,2019-02-19,"WOOD",5,"WS55",35,NA,NA,NA,3.5305,0.0704,3.6009,3.5354,1,0.930397727272726,0.0654999999999999,0.548304997897127,0.0156658570827751
"2262","DINP",19,2,2019,2019-02-19,"MISC",5,"WS55",35,NA,NA,NA,3.6735,0.0727,3.7462,3.6776,0.999999999999997,0.943603851444295,0.0686000000000002,0.574255310774704,0.016407294593563
"2263","DINP",19,2,2019,2019-02-19,"LEAF",5,"WS55",35,NA,NA,NA,3.5207,0.4163,3.937,3.5417,0.999999999999999,0.949555608935864,0.3953,3.30908344532419,0.094545241294977
"2264","DINP",19,2,2019,2019-02-19,"WOOD",6,"WS55",35,NA,NA,NA,3.5285,0.4584,3.9869,3.562,0.999999999999999,0.926919720767889,0.4249,3.55686707796168,0.101624773656048
"2265","DINP",19,2,2019,2019-02-19,"MISC",6,"WS55",35,NA,NA,NA,3.5575,0.1164,3.6739,3.5638,1,0.945876288659794,0.1101,0.921654660587386,0.0263329903024968
"2266","DINP",19,2,2019,2019-02-19,"LEAF",6,"WS55",35,NA,NA,NA,3.523,0.2824,3.8054,3.5334,1,0.963172804532579,0.272,2.27693067829036,0.0650551622368676
"2267","DINP",19,2,2019,2019-02-19,"WOOD",7,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2268","DINP",19,2,2019,2019-02-19,"MISC",7,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2269","DINP",19,2,2019,2019-02-19,"LEAF",7,"WS55",35,NA,NA,NA,3.6475,0.1816,3.8291,3.6538,1,0.965308370044053,0.1753,1.46744833788346,0.0419270953680988
"2270","DINP",19,2,2019,2019-02-19,"WOOD",8,"WS55",35,NA,NA,NA,3.536,0.0573,3.5933,3.5451,1,0.841186736474693,0.0481999999999999,0.403485509902924,0.0115281574257978
"2271","DINP",19,2,2019,2019-02-19,"MISC",8,"WS55",35,NA,NA,NA,3.6311,-0.0617,3.5694,3.5336,1,-0.580226904376013,0.0358,0.299684258392629,0.00856240738264653
"2272","DINP",19,2,2019,2019-02-19,"LEAF",8,"WS55",35,NA,NA,NA,3.6562,0.7198,4.376,3.7026,1,0.935537649347041,0.6734,5.63707764250269,0.161059361214362
"2273","DINP",19,2,2019,2019-02-19,"WOOD",9,"WS55",35,NA,NA,NA,3.6681,0.4606,4.1287,3.6979,1,0.935301780286582,0.4308,3.60625638311576,0.10303589666045
"2274","DINP",19,2,2019,2019-02-19,"MISC",9,"WS55",35,NA,NA,NA,3.5375,0.0311,3.5686,3.5405,0.999999999999997,0.903536977491957,0.0280999999999999,0.235227029632202,0.00672077227520577
"2275","DINP",19,2,2019,2019-02-19,"LEAF",9,"WS55",35,NA,NA,NA,3.5449,0.8315,4.3764,3.575,1,0.963800360793746,0.8014,6.70857443228639,0.191673555208182
"2276","DINP",19,2,2019,2019-02-19,"WOOD",10,"WS55",35,NA,NA,NA,3.6095,0.6117,4.2212,3.6308,0.999999999999999,0.965179009318294,0.5904,4.94227894287732,0.141207969796495
"2277","DINP",19,2,2019,2019-02-19,"MISC",10,"WS55",35,NA,NA,NA,3.6784,0.0941,3.7725,3.6842,1,0.938363443145587,0.0882999999999998,0.739165363577347,0.0211190103879242
"2278","DINP",19,2,2019,2019-02-19,"LEAF",10,"WS55",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2279","DINP",19,2,2019,2019-02-19,"WOOD",1,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2280","DINP",19,2,2019,2019-02-19,"MISC",1,"TOWR",35,NA,NA,NA,3.5423,0.0544,3.5967,3.5488,0.999999999999996,0.880514705882353,0.0479,0.400974189301869,0.0114564054086248
"2281","DINP",19,2,2019,2019-02-19,"LEAF",1,"TOWR",35,NA,NA,NA,3.6528,0.0435,3.6963,3.6559,0.999999999999997,0.928735632183911,0.0404000000000001,0.338191174275481,0.00966260497929946
"2282","DINP",19,2,2019,2019-02-19,"WOOD",2,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2283","DINP",19,2,2019,2019-02-19,"MISC",2,"TOWR",35,NA,NA,NA,3.639,0.0136,3.6526,3.6411,1.00000000000002,0.845588235294122,0.0115000000000001,0.0962672897071297,0.00275049399163228
"2284","DINP",19,2,2019,2019-02-19,"LEAF",2,"TOWR",35,NA,NA,NA,3.5269,0.0177,3.5446,3.5291,1,0.875706214689254,0.0154999999999998,0.129751564387868,0.00370718755393909
"2285","DINP",19,2,2019,2019-02-19,"WOOD",3,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2286","DINP",19,2,2019,2019-02-19,"MISC",3,"TOWR",35,NA,NA,NA,3.6304,0.1765,3.8069,3.6412,1,0.938810198300283,0.1657,1.38708607864968,0.0396310308185623
"2287","DINP",19,2,2019,2019-02-19,"LEAF",3,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2288","DINP",19,2,2019,2019-02-19,"WOOD",4,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2289","DINP",19,2,2019,2019-02-19,"MISC",4,"TOWR",35,NA,NA,NA,3.644,0.0641,3.7081,3.6506,0.999999999999997,0.897035881435262,0.0575000000000003,0.481336448535649,0.0137524699581614
"2290","DINP",19,2,2019,2019-02-19,"LEAF",4,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2291","DINP",19,2,2019,2019-02-19,"WOOD",5,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2292","DINP",19,2,2019,2019-02-19,"MISC",5,"TOWR",35,NA,NA,NA,3.5511,0.1202,3.6713,3.5599,1,0.926788685524127,0.1114,0.932537049858627,0.0266439157102465
"2293","DINP",19,2,2019,2019-02-19,"LEAF",5,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2294","DINP",19,2,2019,2019-02-19,"WOOD",6,"TOWR",35,NA,NA,NA,3.5361,0.0821,3.6182,3.5426,1,0.920828258221676,0.0755999999999996,0.632852791465995,0.0180815083275998
"2295","DINP",19,2,2019,2019-02-19,"MISC",6,"TOWR",35,NA,NA,NA,3.6717,0.0732,3.7449,3.6759,0.999999999999999,0.942622950819672,0.069,0.577603738242776,0.0165029639497936
"2296","DINP",19,2,2019,2019-02-19,"LEAF",6,"TOWR",35,NA,NA,NA,3.5219,0.5178,4.0397,3.5456,1,0.95422943221321,0.4941,4.13614502993849,0.118175572283957
"2297","DINP",19,2,2019,2019-02-19,"WOOD",7,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2298","DINP",19,2,2019,2019-02-19,"MISC",7,"TOWR",35,NA,NA,NA,3.5466,0.3164,3.863,3.5624,0.999999999999999,0.950063211125159,0.3006,2.51634324225766,0.0718955212073618
"2299","DINP",19,2,2019,2019-02-19,"LEAF",7,"TOWR",35,NA,NA,NA,3.5065,0.0997,3.6062,3.5123,0.999999999999999,0.941825476429285,0.0938999999999997,0.786043348130384,0.0224583813751538
"2300","DINP",19,2,2019,2019-02-19,"WOOD",8,"TOWR",35,NA,NA,NA,3.6452,0.285,3.9302,3.6546,1,0.96701754385965,0.2756,2.30706652550303,0.0659161864429437
"2301","DINP",19,2,2019,2019-02-19,"MISC",8,"TOWR",35,NA,NA,NA,3.6603,0.0751,3.7354,3.6665,0.999999999999999,0.917443408788279,0.0688999999999998,0.576766631375756,0.0164790466107359
"2302","DINP",19,2,2019,2019-02-19,"LEAF",8,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2303","DINP",19,2,2019,2019-02-19,"WOOD",9,"TOWR",35,NA,NA,NA,3.6088,0.9796,4.5884,3.6608,1,0.946917109024091,0.9276,7.76500329846375,0.221857237098964
"2304","DINP",19,2,2019,2019-02-19,"MISC",9,"TOWR",35,NA,NA,NA,3.6696,0.1516,3.8212,3.6715,1,0.987467018469657,0.1497,1.25314897992672,0.0358042565693348
"2305","DINP",19,2,2019,2019-02-19,"LEAF",9,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2306","DINP",19,2,2019,2019-02-19,"WOOD",10,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2307","DINP",19,2,2019,2019-02-19,"MISC",10,"TOWR",35,NA,NA,NA,3.5248,0.8451,4.3699,3.5397,1,0.982368950420069,0.8302,6.94966120998772,0.198561748856792
"2308","DINP",19,2,2019,2019-02-19,"LEAF",10,"TOWR",35,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2309","DINP",18,3,2019,2019-03-18,"WOOD",1,"WS55",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2310","DINP",18,3,2019,2019-03-18,"MISC",1,"WS55",27,NA,NA,NA,3.5459,0.0894,3.6353,3.5496,0.999999999999999,0.958612975391501,0.0857000000000002,0.71740058503487,0.0265703920383285
"2311","DINP",18,3,2019,2019-03-18,"LEAF",1,"WS55",27,NA,NA,NA,3.6562,0.0059,3.6621,3.6566,1,0.932203389830516,0.00550000000000004,0.0460408776860187,0.00170521769207477
"2312","DINP",18,3,2019,2019-03-18,"WOOD",2,"WS55",27,NA,NA,NA,3.5288,1.5782,5.107,3.5964,1,0.957166392092257,1.5106,12.6453363331817,0.468345790117841
"2313","DINP",18,3,2019,2019-03-18,"MISC",2,"WS55",27,NA,NA,NA,3.6406,0.1537,3.7943,3.6519,0.999999999999998,0.926480156148342,0.1424,1.19204017863437,0.0441496362457173
"2314","DINP",18,3,2019,2019-03-18,"LEAF",2,"WS55",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2315","DINP",18,3,2019,2019-03-18,"WOOD",3,"WS55",27,NA,NA,NA,3.673,0.3547,4.0277,3.6857,1,0.96419509444601,0.342,2.86290548520332,0.106033536489012
"2316","DINP",18,3,2019,2019-03-18,"MISC",3,"WS55",27,NA,NA,NA,3.6091,0.1659,3.775,3.6161,0.999999999999998,0.957805907172998,0.1589,1.33016281169242,0.0492652893219416
"2317","DINP",18,3,2019,2019-03-18,"LEAF",3,"WS55",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2318","DINP",18,3,2019,2019-03-18,"WOOD",4,"WS55",27,NA,NA,NA,3.664,0.0459,3.7099,3.6657,1,0.962962962962962,0.0442,0.370001235222184,0.0137037494526735
"2319","DINP",18,3,2019,2019-03-18,"MISC",4,"WS55",27,NA,NA,NA,3.5771,0.1097,3.6868,3.5821,0.999999999999997,0.954421148587056,0.1047,0.876450889768387,0.0324611440654958
"2320","DINP",18,3,2019,2019-03-18,"LEAF",4,"WS55",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2321","DINP",18,3,2019,2019-03-18,"WOOD",5,"WS55",27,NA,NA,NA,3.532,0.0664,3.5984,3.5354,0.999999999999997,0.94879518072289,0.0629999999999999,0.527377326221664,0.0195324935637653
"2322","DINP",18,3,2019,2019-03-18,"MISC",5,"WS55",27,NA,NA,NA,3.6059,0.1064,3.7123,3.6115,0.999999999999998,0.947368421052633,0.1008,0.843803721954665,0.0312519897020246
"2323","DINP",18,3,2019,2019-03-18,"LEAF",5,"WS55",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2324","DINP",18,3,2019,2019-03-18,"WOOD",6,"WS55",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2325","DINP",18,3,2019,2019-03-18,"MISC",6,"WS55",27,NA,NA,NA,3.53,0.2638,3.7938,3.6451,1,0.563684609552692,0.1487,1.24477791125653,0.0461028856020939
"2326","DINP",18,3,2019,2019-03-18,"LEAF",6,"WS55",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2327","DINP",18,3,2019,2019-03-18,"WOOD",7,"WS55",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2328","DINP",18,3,2019,2019-03-18,"MISC",7,"WS55",27,NA,NA,NA,3.5109,0.4053,3.9162,3.849,1,0.165803108808289,0.0671999999999997,0.56253581463644,0.0208346598013496
"2329","DINP",18,3,2019,2019-03-18,"LEAF",7,"WS55",27,NA,NA,NA,3.5428,0.0933,3.6361,3.548,0.999999999999997,0.944265809217579,0.0881000000000001,0.737491149843313,0.0273144870312338
"2330","DINP",18,3,2019,2019-03-18,"WOOD",8,"WS55",27,NA,NA,NA,3.5375,0.1394,3.6769,3.5441,0.999999999999998,0.952654232424679,0.1328,1.11167791940059,0.041173256274096
"2331","DINP",18,3,2019,2019-03-18,"MISC",8,"WS55",27,NA,NA,NA,3.5354,0.1186,3.654,3.5403,0.999999999999998,0.958684654300171,0.1137,0.951790507800055,0.0352515002888909
"2332","DINP",18,3,2019,2019-03-18,"LEAF",8,"WS55",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2333","DINP",18,3,2019,2019-03-18,"WOOD",9,"WS55",27,NA,NA,NA,3.5472,0.0484,3.5956,3.5489,1,0.964876033057851,0.0467,0.390928906897647,0.0144788484036165
"2334","DINP",18,3,2019,2019-03-18,"MISC",9,"WS55",27,NA,NA,NA,3.5339,0.2162,3.7501,3.5639,1,0.861239592969474,0.1862,1.55869298638848,0.0577293698662399
"2335","DINP",18,3,2019,2019-03-18,"LEAF",9,"WS55",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2336","DINP",18,3,2019,2019-03-18,"WOOD",10,"WS55",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2337","DINP",18,3,2019,2019-03-18,"MISC",10,"WS55",27,NA,NA,NA,3.5527,0.0559,3.6086,3.5559,0.999999999999997,0.942754919499112,0.0527000000000003,0.441155318918761,0.01633908588588
"2338","DINP",18,3,2019,2019-03-18,"LEAF",10,"WS55",27,NA,NA,NA,3.6549,0.0915,3.7464,3.6592,0.999999999999999,0.953005464480877,0.0872000000000002,0.729957188040148,0.0270354514088944
"2339","DINP",18,3,2019,2019-03-18,"WOOD",1,"TOWR",27,NA,NA,NA,3.5228,1.0653,4.5881,3.5747,1,0.951281329203042,1.0134,8.48324099036564,0.314194110754283
"2340","DINP",18,3,2019,2019-03-18,"MISC",1,"TOWR",27,NA,NA,NA,3.5226,0.3593,3.8819,3.5489,0.999999999999999,0.926802115224047,0.333,2.78756586717166,0.103243180265617
"2341","DINP",18,3,2019,2019-03-18,"LEAF",1,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2342","DINP",18,3,2019,2019-03-18,"WOOD",2,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2343","DINP",18,3,2019,2019-03-18,"MISC",2,"TOWR",27,NA,NA,NA,3.5339,0.2101,3.744,3.5456,1,0.944312232270348,0.1984,1.66082002416474,0.0615118527468421
"2344","DINP",18,3,2019,2019-03-18,"LEAF",2,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2345","DINP",18,3,2019,2019-03-18,"WOOD",3,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2346","DINP",18,3,2019,2019-03-18,"MISC",3,"TOWR",27,NA,NA,NA,3.5423,0.1669,3.7092,3.5489,1,0.96045536249251,0.1603,1.34188230783068,0.0496993447344696
"2347","DINP",18,3,2019,2019-03-18,"LEAF",3,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2348","DINP",18,3,2019,2019-03-18,"WOOD",4,"TOWR",27,NA,NA,NA,3.6266,12.3161,15.9427,4.136,1,0.958639504388564,11.8067,98.8346964682751,3.66054431363982
"2349","DINP",18,3,2019,2019-03-18,"MISC",4,"TOWR",27,NA,NA,NA,3.6466,0.3354,3.982,3.6625,1,0.952593917710196,0.3195,2.67455644012416,0.0990576459305243
"2350","DINP",18,3,2019,2019-03-18,"LEAF",4,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2351","DINP",18,3,2019,2019-03-18,"WOOD",5,"TOWR",27,NA,NA,NA,3.5409,0.1587,3.6996,3.546,1,0.967863894139889,0.1536,1.28579614774044,0.0476220795459423
"2352","DINP",18,3,2019,2019-03-18,"MISC",5,"TOWR",27,NA,NA,NA,3.632,0.0825,3.7145,3.6365,1,0.945454545454549,0.0780000000000003,0.652943356274445,0.0241830872694239
"2353","DINP",18,3,2019,2019-03-18,"LEAF",5,"TOWR",27,NA,NA,NA,3.5545,0.261,3.8155,3.5671,1,0.951724137931035,0.2484,2.07937345767399,0.0770138317657035
"2354","DINP",18,3,2019,2019-03-18,"WOOD",6,"TOWR",27,NA,NA,NA,3.5288,0.0717,3.6005,3.5312,0.999999999999998,0.966527196652717,0.0692999999999998,0.58011505884383,0.0214857429201419
"2355","DINP",18,3,2019,2019-03-18,"MISC",6,"TOWR",27,NA,NA,NA,3.5459,0.2277,3.7736,3.5604,1,0.936319718928415,0.2132,1.78471184048348,0.066100438536425
"2356","DINP",18,3,2019,2019-03-18,"LEAF",6,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2357","DINP",18,3,2019,2019-03-18,"WOOD",7,"TOWR",27,NA,NA,NA,3.502,1.6741,5.1761,3.6231,1,0.927662624693865,1.553,13.0002696447975,0.481491468325835
"2358","DINP",18,3,2019,2019-03-18,"MISC",7,"TOWR",27,NA,NA,NA,3.5333,0.0887,3.622,3.5388,0.999999999999997,0.937993235625704,0.0831999999999999,0.696472913359405,0.0257952930873854
"2359","DINP",18,3,2019,2019-03-18,"LEAF",7,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2360","DINP",18,3,2019,2019-03-18,"WOOD",8,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2361","DINP",18,3,2019,2019-03-18,"MISC",8,"TOWR",27,NA,NA,NA,3.5742,0.2039,3.7781,3.6648,1,0.555664541441882,0.1133,0.948442080331976,0.0351274844567399
"2362","DINP",18,3,2019,2019-03-18,"LEAF",8,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2363","DINP",18,3,2019,2019-03-18,"WOOD",9,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2364","DINP",18,3,2019,2019-03-18,"MISC",9,"TOWR",27,NA,NA,NA,3.5572,0.3923,3.9495,3.594,1,0.906194239102728,0.3555,2.97591491225082,0.110219070824105
"2365","DINP",18,3,2019,2019-03-18,"LEAF",9,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2366","DINP",18,3,2019,2019-03-18,"WOOD",10,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2367","DINP",18,3,2019,2019-03-18,"MISC",10,"TOWR",27,NA,NA,NA,3.5448,0.6632,4.208,3.5645,1,0.970295536791315,0.6435,5.38678268926415,0.199510469972746
"2368","DINP",18,3,2019,2019-03-18,"LEAF",10,"TOWR",27,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2585","DINP",24,4,2019,2019-04-24,"WOOD",1,"WS55",37,NA,NA,NA,3.612,3.359,6.971,3.7239,1,0.966686513843406,3.2471,27.1816970789582,0.734640461593466
"2586","DINP",24,4,2019,2019-04-24,"MISC",1,"WS55",37,NA,NA,NA,3.6025,1.8313,5.4338,3.6824,1,0.956369791951073,1.7514,14.6610896689623,0.39624566672871
"2587","DINP",24,4,2019,2019-04-24,"LEAF",1,"WS55",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2588","DINP",24,4,2019,2019-04-24,"WOOD",2,"WS55",37,NA,NA,NA,3.5341,0.1506,3.6847,3.5403,0.999999999999999,0.958831341301462,0.1444,1.20878231597474,0.0326697923236416
"2589","DINP",24,4,2019,2019-04-24,"MISC",2,"WS55",37,NA,NA,NA,3.6395,2.0588,5.6983,3.6985,1,0.97134252962891,1.9998,16.7404631266363,0.452444949368548
"2590","DINP",24,4,2019,2019-04-24,"LEAF",2,"WS55",37,NA,NA,NA,3.52,0.0331,3.5531,3.5217,1,0.948640483383685,0.0314,0.262851556243814,0.00710409611469767
"2591","DINP",24,4,2019,2019-04-24,"WOOD",3,"WS55",37,NA,NA,NA,3.6046,1.2053,4.8099,3.655,1,0.95818468431096,1.1549,9.66774720719684,0.261290465059374
"2592","DINP",24,4,2019,2019-04-24,"MISC",3,"WS55",37,NA,NA,NA,3.5225,3.5164,7.0389,3.6602,1,0.960840632465021,3.3787,28.2833297159546,0.764414316647421
"2593","DINP",24,4,2019,2019-04-24,"LEAF",3,"WS55",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2594","DINP",24,4,2019,2019-04-24,"WOOD",4,"WS55",37,NA,NA,NA,3.6213,0.4028,4.0241,3.6432,0.999999999999999,0.945630585898709,0.3809,3.18854005647353,0.0861767582830683
"2595","DINP",24,4,2019,2019-04-24,"MISC",4,"WS55",37,NA,NA,NA,3.6582,0.9881,4.6463,NA,1,NA,NA,NA,NA
"2596","DINP",24,4,2019,2019-04-24,"LEAF",4,"WS55",37,NA,NA,NA,3.5549,0.1344,3.6893,3.5599,0.999999999999999,0.96279761904762,0.1294,1.08321628592196,0.0292761158357287
"2597","DINP",24,4,2019,2019-04-24,"WOOD",5,"WS55",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"2598","DINP",24,4,2019,2019-04-24,"MISC",5,"WS55",37,NA,NA,NA,3.6605,1.4531,5.1136,3.7334,1,0.94983139494873,1.3802,11.5537489785896,0.312263485907826
"2599","DINP",24,4,2019,2019-04-24,"LEAF",5,"WS55",37,NA,NA,NA,3.5341,0.0574,3.5915,3.5375,0.999999999999998,0.940766550522647,0.0539999999999999,0.452037708189998,0.0122172353564864
"2600","DINP",24,4,2019,2019-04-24,"WOOD",6,"WS55",37,NA,NA,NA,3.6311,0.1972,3.8283,3.6362,1,0.974137931034482,0.1921,1.60808229154257,0.0434616835552045
"2601","DINP",24,4,2019,2019-04-24,"MISC",6,"WS55",37,NA,NA,NA,3.6213,1.4001,5.0214,3.6791,1,0.958717234483251,1.3423,11.2364854759895,0.303688796648366
"2602","DINP",24,4,2019,2019-04-24,"LEAF",6,"WS55",37,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
